,Unique_words,Word_Vectors
1334,gradually,"[ 1.5091497  -3.370654    2.1475058  -2.357208    0.22624536 -3.3829637
 -0.18910265 -1.6714728   0.35803804 -3.4438448  -3.5878599   1.303539
  1.2216774  -1.2477074   2.2294815  -0.67183703 -1.55852     2.0703769
 -0.626086    0.7633649  -1.6749772  -1.8284916   1.0020286   1.7253895
  2.8466737  -1.0473664  -0.7753629   0.37483355 -0.86451244 -0.2319733
  2.1573884  -3.727987    1.0565588   0.39189494 -1.1846069  -1.2389503
 -0.13376184 -0.24337548 -0.70803857 -0.45436272  1.2675834   0.24178255
  0.28056857 -0.9779786   0.08644188 -0.48922956 -0.12373877 -1.2152132
 -2.4358304   2.0711067 ]"
1335,gorakshasana,"[-2.1034014e+00  3.0513825e+00 -1.4821175e+00 -1.0183387e+00
 -5.9103866e+00  1.2955849e-02  1.1117880e+00  7.9226452e-01
 -5.4802907e-01  1.5721299e-01 -6.3720822e-01  7.4318457e-01
  8.1343138e-01 -9.7614802e-02 -7.7649623e-01  1.8761331e+00
 -3.5161349e-01  3.3347580e+00  1.8991628e+00  1.1730877e+00
 -5.1132087e-03  6.6717821e-01 -2.1335779e-01 -1.2973078e-01
 -1.2408071e+00  4.0173063e+00 -5.0468230e+00  5.5578679e-01
  6.0133916e-01 -1.2700770e+00  2.1445427e+00  1.5674835e+00
  1.8681017e+00  1.2680115e+00  1.2888936e+00 -2.2605462e+00
 -2.5918467e+00 -3.9045477e-01  2.2595496e+00 -1.7056527e+00
  4.3707931e-01 -2.2422581e+00  2.2074323e+00 -7.4880433e-01
  6.2286168e-01 -4.1389203e-01 -3.4262576e+00 -1.2786410e+00
 -1.7442882e-01  1.4583333e+00]"
1336,positive,"[ 0.90814495  1.1310378  -0.46824244 -1.1625465  -1.96057    -0.12164103
  0.7242943  -0.28425738  4.072108   -2.3573258   0.5289904   0.94610006
 -0.45838606 -3.0795538   0.81774455  0.7777307   4.058377   -1.1244723
 -0.20091173 -1.6696374  -0.12851271 -1.2813244  -1.1877174   0.70085907
 -0.9323323   4.251645    2.3143642   2.1027708  -4.203928    1.1901308
  0.9576648   2.7253032   1.564265    1.922223   -1.5106713  -1.6371866
 -0.15743351  1.2625787   3.21101    -0.9475262   0.95134187 -0.4886646
  1.3657523  -0.94200283  2.7478888  -0.59555423 -1.8296481   2.3530164
  2.7042823  -1.0758631 ]"
1337,hamsasana,"[ 1.7026684   1.1687663   0.01148436  0.10194629 -0.42149007  0.6167567
 -2.2115734   2.899712    2.815683   -3.739177   -1.7310392  -0.6658672
  1.9954679   1.5308924  -1.8198236   0.13549095  0.3122011   0.5480895
 -1.8028331   0.8415521   0.76208514  1.7268164  -0.662011   -1.8748507
  0.15148938 -1.424145    2.0003834  -0.05145713  0.81137556  0.35291258
  3.623673   -0.81536406  2.1827137   2.2664552   1.0294182  -1.1088982
 -1.1997693   1.0951227   1.108325   -1.6204239   1.6423484  -0.29044253
  0.5564163  -4.28572    -1.065657   -0.7605387   4.003807    0.31350538
 -0.4866489   3.6707363 ]"
1338,much,"[-0.9410033   2.8860846  -0.29594237  1.8933592  -2.2032635   1.717452
 -0.8715106   2.1624904  -2.5280638  -0.2713134   1.762979    1.0883355
  1.1154128   0.55029464  1.779385    0.42795     2.4810712   0.57547134
 -0.23725235 -2.0208507  -1.5095752   1.7899777   0.10299007 -1.6618898
  2.057556   -0.26009616 -2.3363123   1.4069029  -1.0734106   0.9540397
  1.499831   -3.5507956  -0.5546376  -3.9758768  -0.6855528  -2.0822732
  0.07654179  0.86054575  0.38751188  0.8723144  -0.13094142 -3.6582959
 -2.1222837  -1.9867843   1.8140687  -2.0834672   0.3347169   4.8748865
 -0.53019905 -1.3823528 ]"
1339,swooning,"[-1.2911879   1.5463276   1.6900185   0.7516558   0.33299342 -2.8320496
 -5.177031    0.8525862  -2.9825768  -0.8600228   1.620703   -0.8743095
  0.26497957 -1.3224148   1.5780185  -0.93248844 -0.47016022  2.411812
  1.1857008  -4.7050266   0.7424181   0.831044    1.3338681  -0.03015962
  3.0511577   1.3449793  -1.4611862  -0.08335071 -1.1945856   0.18326426
 -1.1288102  -1.8227619   0.8569564  -1.1673508  -2.5471199   0.29415673
  0.07139292  2.4560063  -0.6179293   2.0892365   0.24405602  3.536169
  0.38788736 -0.90767324  0.15264045 -1.4972796   0.15881206  1.3182923
 -0.55045307 -1.5302643 ]"
1340,sensitive,"[ 2.1527505   1.7149438  -0.76677513  0.77455884  0.8157555   0.45767146
  1.1850876   1.5830048  -3.27825     0.0103312   0.7916376   0.5752981
 -0.34973127 -0.6860431   2.979647    0.6653817   3.1202762   1.0274365
 -3.2361593  -1.7635777   1.5317613   1.755052    4.0220795  -2.1808968
  0.67449373  2.4281857   1.8440089   0.65782416  0.00673398  0.34721008
 -1.2551644   1.8660898  -0.0181408  -2.896399    2.204478   -0.9919291
 -0.34150726  1.7805065   0.9023296   1.7369463  -1.6845579  -0.6930311
  1.9191114  -3.7095938  -2.5502896  -0.46751025  1.0547549   1.1307975
 -1.7337071   1.6031295 ]"
1341,sitali,"[-4.7001854e-01 -9.8138434e-01  6.8883514e-01  6.5010911e-01
 -1.9527667e+00 -2.7743289e+00 -3.8153560e+00  2.5813918e+00
 -2.0216105e+00  1.1846631e+00  2.5420582e+00 -1.4507709e+00
 -3.4169469e+00 -1.0836845e-01  1.4464165e+00  4.1280276e-01
  6.4557356e-01  3.5621252e+00 -1.0222555e+00 -1.1334513e+00
  1.9100974e+00 -2.7321467e+00  6.9481480e-01 -7.7881247e-01
  9.1036665e-01  1.2947297e+00  8.0316913e-01  1.5969909e+00
  7.1331131e-01 -1.1375209e+00 -1.7372175e+00 -2.1217115e+00
 -1.1291833e+00 -5.9114993e-01 -3.6808491e-01  3.0592567e-01
 -1.0182922e-02  2.8708870e+00  3.2994454e+00  2.7813680e+00
 -2.6826079e+00 -1.3980372e-01 -1.0080239e+00  3.4030542e-01
 -1.2352057e+00  6.4180023e-04  1.8787991e+00  7.1834743e-01
 -3.4549376e-01  2.6552612e-01]"
1342,sinus,"[ 0.46732458  1.5177314   1.6344339   1.9568654   0.37701225  0.32648557
  0.97462     0.14891802  0.30305186 -0.8685973  -1.9416965   1.5804983
  1.0659517   2.1695182   2.5908747   2.4815404  -0.6464803   5.976034
  0.78970337 -1.0003654   0.8610727  -1.366136   -1.686708   -1.3524948
 -2.0222526   1.0720962  -2.0659328  -2.6067162  -4.094194    1.1929921
  4.6718464   3.0837555   2.084279    0.63937587 -1.7779664  -0.2126123
  1.6716946  -7.339101    0.68903446  2.9041579   0.03176338  0.39784226
  2.1548152   4.006569   -3.3265347   0.63145584 -0.31313485  1.3309999
 -0.04845918 -3.578262  ]"
1343,lion,"[ 0.6885915   0.38080478  1.4723035   0.08559117 -1.8459784   0.05569902
 -0.56188726  0.201286    0.20233987 -0.74226964 -0.80328834 -1.0080746
  1.1246965  -1.187833   -2.6884706   1.7629936   1.8432741   1.2543511
 -0.26028582  1.6848137  -1.9921598  -0.7885211  -0.699145    3.0996752
 -1.1640366   1.4916819   1.664286   -0.18416087 -2.607671   -3.0585454
  0.17598587 -1.4501337  -1.69044    -3.355628   -2.126161   -1.6655631
 -0.17412336  0.8575736  -0.0219707  -0.29037356  0.22704601 -1.369923
  5.6568804  -0.6409257  -1.1941359  -1.2415448   0.83063966 -1.2843319
  0.45520177  0.5267466 ]"
1344,roaring,"[ 1.1056652   0.4891911   0.9543547   0.78308296 -1.4405808   0.23674864
 -1.3819972   0.3288259  -0.9147517  -2.1378424   0.33531162 -1.2748033
 -0.07793743 -0.1660937  -2.6541529   0.60600734  1.3683243   1.5322104
 -0.14718795  2.7729292  -2.2342281  -0.879371   -0.7776381   2.3108246
 -1.2781975   1.9969741   1.6545556  -0.60055476 -1.3345269  -2.3759003
 -1.0734403  -1.5086639  -0.84316766 -2.771856    0.01818256 -4.0149875
 -0.39073458  0.7192396  -0.78146404 -1.2331022   0.8494847  -1.4855802
  5.456022   -0.5814347   1.140899   -1.1985881   0.4850737  -1.3109989
  0.92517823  0.55959296]"
1345,sugar,"[ 3.3594894   0.06745291  3.8171303  -1.8700645  -0.83703744 -1.9245028
 -1.301683   -0.7641897  -1.9847997  -0.05524368  1.6103542  -2.8941286
 -2.167487    4.579236    1.4799733  -2.5995128  -4.1788335   0.5885132
  6.084927   -2.715817    4.2779326  -4.1558495  -0.7859912   2.254696
 -1.2981292  -0.01277224  0.21333256  1.5274851  -0.51166815  5.0241356
 -0.4446263  -3.1708121  -2.2645512   1.4792966  -0.15463616  1.0452547
 -0.47132862 -0.9166546   1.0674825   2.3864083  -0.8025562  -4.3511386
 -2.0825152   0.94662     1.8182939   0.7314555  -2.209445    1.2324082
 -0.85543454 -1.7096099 ]"
1346,production,"[ 2.720718    0.21280985 -1.3212918  -0.03966278  2.5231173  -0.9327359
 -0.35966602  0.6514375   0.5705123  -2.6228173   1.7524369  -0.5880773
  0.04906946  1.1010795   1.0005827   0.00971254 -2.6094286   0.8670146
  0.62841326  2.6344476   0.81622046 -2.5723183   0.9973523  -1.50346
  2.1918814  -0.80686253 -0.8381323   0.37211207 -0.24648856  1.481058
  0.8972106   1.0666363  -1.916777   -2.9238436  -0.56448203  5.814269
  3.0917397  -2.28339     0.21727188  0.5735129  -2.4563327  -1.3396429
  2.8436327   2.088825    1.1699113   0.33470753 -1.0938231   0.7039768
 -0.6782155  -0.20700806]"
1347,quantity,"[ 2.9787505  -0.9364746  -4.189174    1.0590731   0.5961994   2.5496666
 -1.5076827   0.601802    0.7969807  -1.2692311  -1.5298916  -3.0482903
 -1.5424352   1.3502681   1.4386661   2.1126926  -2.4800756   1.2652085
 -2.1227367   3.7650318   0.36173198  0.02901198 -1.139458   -2.3615925
  3.0300157  -0.10071503 -3.221048    0.9391557  -2.1183658  -1.2461495
  0.5191288   3.167283    0.16573964 -1.6038167   0.7781986   0.47676677
 -0.03243616 -0.26668844  1.7410907  -0.96893066 -1.8356384  -3.0439095
  0.8048169  -0.92244667  0.12401655  0.6595949  -1.699217    2.8639297
 -1.7004873   0.5969142 ]"
1348,stimulation,"[ 2.252656    3.202024    0.32663053 -1.7943676  -1.822255    1.0098335
 -0.16377513  0.52694744 -1.2028841  -1.8521757  -0.22214496 -2.022153
 -0.17352068 -0.44897425  0.604844   -1.1548675   1.7781785  -0.7745051
  0.16767776 -1.366226   -2.294003   -1.2611988  -2.5260446  -2.388096
  2.7106926   0.37764663 -2.0945377   2.286029   -0.4677218   1.9905981
 -0.14958107  0.6971761   3.7363105  -0.2970355   2.252941   -1.3265963
 -1.1316217   0.5264764  -2.2187107  -1.3349319   0.6144198  -2.6277232
  0.8242528  -0.6681031   1.7460105  -1.5575299   1.6441983  -1.0193964
  0.31429636 -1.1311935 ]"
1349,ability,"[ 1.5575453   0.70908755 -1.2693243   0.21579951 -2.7724545   0.6257625
  0.4052555   3.1765997   4.609342    0.40522256 -2.090714   -0.47338343
  0.9539798  -0.3969779   3.6085348  -0.96334785  2.0373633  -0.46992698
 -1.8004953  -2.3984237  -0.3951231   0.13222201  1.9339979   2.594022
  0.7793056   0.9820245  -3.6732013  -0.2929151   2.1201265   0.89561385
 -1.9194176  -1.3694005   0.8321437   1.6499859   0.48490825 -0.36649114
  0.7995915   3.9982927  -0.5040393   0.8599985  -1.4361258   1.1255605
 -2.207748    0.42182454  4.336433   -2.890499   -3.8213143   2.6986291
  5.1098495   1.9219698 ]"
1350,squat,"[ 0.59081346 -1.6928096  -0.06495956 -1.9162585  -0.5302643   3.3601112
  1.5986745  -0.43893787 -3.0077944  -0.31212115 -3.2617192   2.7531378
 -0.6735517   1.5304747   1.0617864  -0.5680642   0.39349458  2.7868314
 -0.7134994   1.7527374  -0.3503172  -1.7078762   0.8130932   0.36769494
  2.3537562  -5.035531   -2.041564   -1.3937342  -1.1666517   0.9247591
  1.618758    0.936167    1.1155384  -3.4715257   2.0838377  -0.4630599
  5.1236777   3.3406942   2.5936463  -1.065873   -1.7261822   0.4127453
 -1.3820618  -0.45786768 -2.2965262   2.7098567  -0.25438774  3.0404046
 -1.1220204   1.312701  ]"
1351,creativity,"[-1.0123985e+00 -2.3209429e-01 -3.0477116e+00  9.1554898e-01
 -3.5213399e-01 -7.3685068e-01  1.5398629e+00 -1.5548836e+00
  3.5293155e+00  4.8253279e+00  1.8661653e-01 -1.5984857e+00
 -4.9124712e-01  1.2412751e+00  1.0347257e+00  1.2125707e+00
  4.5842984e-01 -8.3323330e-01  6.8625577e-02 -5.2856728e-02
  3.3444896e-01  1.1217468e+00 -9.6185625e-02 -2.1823673e+00
 -7.7487463e-01  5.8887964e-01 -6.6332573e-01  2.3247416e+00
  7.4787611e-01 -1.4759878e+00  4.3572506e-01 -2.3633149e-01
  1.4212289e+00  3.5848302e-01 -3.5504767e-01  7.2144628e-01
  3.3960447e-01  2.1409225e+00  4.2028069e+00 -2.5245690e+00
 -8.5244380e-02 -1.4949255e+00  8.6567834e-02 -1.0561979e+00
 -1.8225754e+00 -2.9811649e+00 -5.2481133e-01 -3.1814403e-03
  2.3308985e+00 -6.5530193e-01]"
1352,teaches,"[-2.1923363e+00 -2.5079558e+00  3.3150301e+00  3.1417301e+00
  2.8562148e+00  1.1681690e+00 -2.2755244e-03 -1.3116156e+00
  7.3548609e-01 -1.3901045e+00 -2.3949845e-01 -2.1885519e+00
 -2.6804621e+00 -1.5270312e-01 -8.6498350e-01  1.6406204e+00
  7.0071942e-01 -9.0845674e-01 -1.7130375e+00 -6.1218721e-01
  7.9725718e-01  3.2376128e-01 -1.2662451e-01 -7.6425809e-01
  1.3035213e+00 -3.8014591e-01  1.4119465e+00 -1.2184591e+00
 -6.3944453e-01 -2.5109375e+00  2.4395044e+00  2.4664099e+00
  1.1940262e+00 -3.1036265e+00  5.7786971e-01 -2.6533360e+00
  1.7942531e-01  1.9427544e+00 -1.9613044e-01  3.5576789e+00
  3.6119989e-03 -5.6101549e-01  1.5447497e+00 -1.6221340e+00
  1.3939573e+00  9.0526320e-02  1.6706902e-01 -6.9694245e-01
  3.5165532e+00 -5.3500593e-01]"
1353,houses,"[ 0.4498822   0.28715184  0.578835    2.217426   -0.08686076  0.98689103
  1.6227468   1.150896    0.84380966 -2.3575487   1.2940899  -0.2732292
  0.7760074  -0.11937676  0.8667436   0.88929546  1.3153867  -1.4559562
 -0.8149136  -1.634539    1.8822278  -1.2402308  -1.5437015  -0.8778378
 -0.23238121  1.1789141  -0.30928048  0.07596605 -3.0493824  -2.2394574
  0.91087544  1.1365314   1.7805811  -2.1317418   1.7132187  -0.26567417
  2.5552192  -0.36777183 -0.79303014 -1.6807625  -1.6718558   0.42487872
  0.5624222   0.50163287  2.084709    0.15041061 -0.55039626 -0.82497275
  0.5528574   1.5115997 ]"
1354,overhead,"[ 2.163408    1.2174832  -0.72930264  1.5231396   0.02719049  0.9654128
 -0.6971837   1.9992933  -0.25596914  0.52608585  2.4441068   0.33860475
 -0.46410915 -1.3643168   1.2920239   1.2769731   1.468252   -2.1672053
 -0.38423184 -3.200203    1.1634169  -0.6326555  -1.4722877   0.41170117
 -1.4313172   1.1901203  -0.61423224  0.28355032 -3.345591   -2.321512
  2.1266754  -0.15329172  1.0623512  -3.1091259   2.6872902  -0.33023027
  2.6955884  -1.0887358  -1.487818   -2.287734   -2.062694    1.6982794
  1.300555    0.8961912   1.2275414   0.45665008 -2.9422557  -1.5565723
 -0.73268956  2.094852  ]"
1355,secondly,"[-1.8317204  -3.7022097   2.650366   -1.339551    2.8128424  -0.66320926
 -3.279746    1.2808224   2.1964595   1.5271053   0.8617213  -2.2846985
  0.11459907 -0.659012    0.9262886   5.040566    1.7098701  -2.0300388
  4.3427453  -1.8374285   0.6442375  -0.5802833   0.7432895   0.6121954
  0.3985885   1.5126408   1.0605503   1.6089194  -0.16571026 -0.80401266
  1.2203726   3.6364787   0.44774675 -0.47349918  1.5039439  -4.4245763
 -0.5125727   0.38942567 -0.07568479  0.99985933  0.9851259   1.2946485
 -2.3808868  -3.2294035   0.05281226  0.08865397 -0.11401325 -0.44210085
  1.1594788  -1.290442  ]"
1356,intensity,"[ 0.04932604  0.07792348  3.3892863  -0.53023046 -0.17505391  1.68337
  0.63047385  0.60458475 -0.2517081   1.1722733  -1.6104344  -2.9782279
 -1.5034553   0.4105249  -0.01943972  1.3456348   1.2533678   0.0895027
  2.6859097  -3.1638367  -0.04961684 -0.6639962   2.400857    1.1441985
  2.0740376   0.72639674  0.36646423  1.1385114   0.11143014  0.26884204
 -2.9644904  -3.483246    0.05378455 -1.8002529  -0.77150995 -0.31224915
  1.3420724   0.53787637  1.6277219   1.8961908  -1.761348   -1.236343
 -1.1915627  -1.7832345   1.4041313  -0.60525227  2.3770125   0.5499929
 -1.8633901   0.14046893]"
1357,frequency,"[ 0.34002733  0.22047637  3.395229    0.63369435 -1.0044477   1.9818769
 -0.08984994  0.8247978   0.06719438  1.9625244  -1.4062748  -3.4200292
 -1.306173    1.0966736   1.8205261   2.524124    1.6874301  -0.620618
  3.3408015  -3.2989454   0.75945866 -1.6181047   1.6383432   1.752205
  2.8413558   1.449913    0.21905835  0.0809029   0.6687665   1.6992103
 -3.1269155  -1.6501545   1.2531948  -1.7170056   0.02257098 -0.17194715
  0.15483755  1.1957716   1.0383955   2.461239   -1.3774729  -0.7187156
 -1.8167224  -0.6206246  -0.2586458   1.0276947   2.427258    0.4544985
 -3.2218409  -0.44934377]"
1358,parighasana,"[-3.7448635   0.32010728  0.53062505 -0.4179751  -1.2758656   1.1635166
 -0.68207234  0.07776962 -1.8490365   0.6347686  -0.26093653 -1.5135154
 -0.39721325 -2.1190522   2.3215609   0.35354617  3.0310984  -1.2420179
 -2.05417     1.1074367  -0.0662751   0.08855482  1.9226302  -1.8354572
  2.0305223   1.411986   -0.7571656  -2.7576728   2.1462412   1.4259869
 -1.8958286  -0.28467968  3.4613175  -2.1886947   1.4651712  -0.38733718
  2.0058973  -0.12412519  0.38156337  0.6250584  -3.8623078  -0.32984376
  0.41502455  0.48549187  1.3516512   1.1342757   0.94433653 -2.1996777
 -0.8270129   0.15401833]"
1359,compressed,"[-1.1747661e+00 -6.8384141e-02 -4.4177594e+00  1.8527497e+00
 -2.4123085e+00 -1.8245739e-01 -5.9368248e+00 -3.0643019e-01
 -3.1539509e+00  1.3950361e+00  6.3572603e-01  1.1722362e+00
  2.4167535e+00 -8.2449991e-01  5.8177799e-01 -3.1892135e+00
 -4.3938005e-01 -4.9982606e-03 -1.7460207e+00 -6.5515691e-01
  3.0267735e+00 -1.1378459e+00  1.0954487e+00  2.0212407e+00
 -5.1940781e-01  7.5344074e-01 -1.8694612e+00  1.7158506e+00
 -1.7446622e+00 -1.3718556e+00 -2.1434083e+00  1.3177168e+00
 -7.1085083e-01  6.5297842e+00 -3.0854852e+00  8.1574935e-01
 -1.3314840e+00  4.2810411e+00 -7.9757273e-01  2.2920575e+00
 -1.3757074e+00  1.6285408e+00  9.3766898e-01 -1.7808340e+00
  2.9620793e+00  2.0246975e+00  3.5012932e+00  1.0478256e+00
  9.1854525e-01  1.5685911e+00]"
1360,gallbladder,"[-0.22193582 -1.133019   -4.994713   -1.178515    2.2881799   0.27307585
  0.55997556  1.3211648   0.6778318  -1.2819753   0.54105234 -0.32431346
  0.20466109  0.24309434  1.6429859   1.856513    2.7617764  -1.4837564
 -0.8962463  -0.9364954   1.6867263   0.8583711   1.0586382   2.4382646
  2.8225205  -0.5210526  -0.2335087   2.9265895  -4.519578    2.7500312
 -1.0722     -2.2050986   2.343095   -2.8323681  -0.03928967  0.33084956
  2.173954   -3.4159486   0.958689   -0.6748687  -1.6993185   3.4032598
  3.310055   -2.0936618   2.1653993   1.0417386  -1.6335196  -0.524883
 -1.2314714  -0.9717348 ]"
1361,office,"[ 0.16678794  4.2068105   1.085235   -0.09798085  2.7461295  -2.095675
  1.8645674   0.9232334  -3.1242723   1.1216999  -2.6096294  -4.886293
 -0.03650158 -0.86475724  1.427836   -2.6060588  -0.38508347  4.5155425
  1.4808824   2.2138307   3.0814104   0.44421998  0.4475307  -1.0573883
  0.8728266  -0.27182657  2.81277    -0.06847288  2.5535114   0.23747474
  0.15580592 -1.58331    -1.6987153  -2.5356925  -3.4630601  -1.0957448
  0.9218267   0.71812785  1.1066804  -1.6739388  -0.44091365 -2.5462978
  1.8785285  -1.0224491   1.7268384  -0.4766617   2.5789409   1.1937029
  0.93016773  3.1868536 ]"
1362,understand,"[-1.2239363   0.4490826  -0.49514306  0.23993412  0.10566305 -0.12328033
  0.34200087  0.03362534 -0.19115219 -0.731017   -0.07797147 -3.1441798
 -0.2666656  -3.396355   -0.24573034 -1.3674705   2.0318346   0.4630352
  0.7751439  -1.4407544  -0.0651117  -2.9558449   1.3746407   0.05277543
 -3.2286863  -0.10052687 -0.72203445  0.21833563  0.54951304 -1.3754808
 -1.0677767  -1.6319201  -1.8683516  -1.2807614   1.9791672  -3.3664622
  4.360295    3.226444   -0.65236706  1.8563285   1.840415   -1.1549418
 -2.413997   -1.6963964   2.4885538  -0.8048663  -1.0641137  -0.36330795
  6.2233114   1.679671  ]"
1363,connected,"[ 1.0641792   2.4716299  -0.00897245  0.6914918  -0.8338359   0.813725
  2.950435   -1.1607963   1.600082    0.7403556   0.8704895  -1.4111524
 -1.3594141  -2.2401161   0.8441711   0.2502171   1.0810198  -0.9193933
  0.66778725 -2.4761505  -1.2378157   2.650342    0.8901066  -0.5514489
  2.6052241  -0.5129696   0.14582975 -0.3347409  -1.6268655   0.25049326
  0.04609146 -3.1402934  -4.3957934   0.78377604 -0.921177   -1.9640272
 -0.41754267 -4.2672596   0.22471692 -2.3905857   0.63533396  2.7932708
  1.3172406   2.1084232  -0.6963372  -1.1074847  -0.8518566   1.146237
 -0.620859    1.4617827 ]"
1364,tunnel,"[ 2.374024    2.2361088   1.9567577  -0.86611474 -0.09813648  0.8152341
 -0.50716436  3.781054   -1.4441731  -1.6072092  -1.9916087  -0.15409055
  2.9479113  -0.5196952   0.75128984 -0.46480182  0.8764062   1.3799496
  2.145115   -4.5260653   3.6813526  -0.48109382  1.3999064   0.8311227
  2.3096077   2.0038915  -0.82377726 -0.6086858  -0.1926951   2.3162766
 -0.9136325  -0.66575533 -2.2736971  -2.4798079  -0.89815813  1.8756852
 -0.92400444  0.7131524  -0.96472645 -2.17915    -1.4809047   1.5108345
  3.680546   -2.513317   -0.6845281   1.0959839  -1.3879099  -0.07615592
 -2.265986   -0.88738966]"
1365,carpal,"[ 2.0051835   2.7682533   1.0824106  -1.9759511   1.3257459   1.450679
 -0.04065762  3.7681193  -1.3881345  -0.3122722  -2.8653712   0.48578358
  2.7957842   0.1079743   2.120755   -1.888347   -0.10935947 -0.16998361
  1.9875498  -3.1330643   1.6220897  -0.5686448   2.5093079   0.19982965
  1.2818011   1.0622852  -0.6513626   0.7699162   0.14175555  4.1315613
 -2.8302279   1.4900279  -2.0721126  -3.7023969  -0.9535291   1.5781735
 -1.1497478  -1.1066118  -0.5178401   0.21738642 -1.9640812   0.74549824
  1.9649003  -2.3687866  -0.4608105   2.1914363   0.513431   -1.3215203
 -0.7283078  -0.6151491 ]"
